HGNC	entrez_id
SYNJ1	8867
SYNM	23336
SYT2	127833
SZT2	23334
TAB2	23118
TAC3	6866
TACO1	51204
TACR3	6870
TACSTD2	4070
TAF5	6877
TAF6	6878
TAFAZZIN	6901
TALDO1	6888
TAMM41	132001
TANC2	26115
TANGO2	128989
TAOK1	57551
TAP1	6890
TAP2	6891
TAPBP	6892
TARS2	80222
TAT	6898
TBC1D20	128637
TBC1D23	55773
TBC1D24	57465
TBC1D2B	23102
TBC1D7	51256
TBCD	6904
TBCE	6905
TBCK	93627
TBK1	29110
TBL1X	6907
TBL1XR1	79718
TBR1	10716
TBX1	6899
TBX15	6913
TBX18	9096
TBX19	9095
TBX2	6909
TBX20	57057
TBX22	50945
TBX3	6926
TBX4	9496
TBX5	6910
TBX6	6911
TBXA2R	6915
TBXAS1	6916
TBXT	6862
TCAP	8557
TCERG1	10915
TCF12	6938
TCF20	6942
TCF3	6929
TCF4	6925
TCF7L2	6934
TCIRG1	10312
TCN1	6947
TCN2	6948
TCOF1	6949
TCP1	6950
TCTN1	79600
TCTN2	79867
TCTN3	26123
TDP1	55775
TDP2	51567
TDRD7	23424
TEAD1	7003
TECPR2	9895
TECRL	253017
TECTA	7007
TEK	7010
TELO2	9894
TENM1	10178
TENM2	57451
TENM3	55714
TENM4	26011
TERC	7012
TERT	7015
TET2	54790
TET3	200424
TEX11	56159
TEX14	56155
TEX15	56154
TF	7018
TFAP2A	7020
TFAP2B	7021
TFAP2D	83741
TFR2	7036
TG	7038
TGFB2	7042
TGFB3	7043
TGFBI	7045
TGFBR1	7046
TGFBR2	7048
TGIF1	7050
TGM1	7051
TGM5	9333
TGM6	343641
TH	7054
THAP1	55145
THBD	7056
THBS1	7057
THOC2	57187
THOC6	79228
THPO	7066
THRB	7068
THSD1	55901
TIAL1	7073
TIMM8A	1678
TINF2	26277
TJP1	7082
TJP2	9414
TK2	7084
TLE1	7088
TLE4	7091
TLE6	79816
TLK1	9874
TLK2	11011
TM9SF3	56889
TMC1	117531
TMC6	11322
TMC8	147138
TMCO1	54499
TMEM107	84314
TMEM126A	84233
TMEM126B	55863
TMEM127	55654
TMEM199	147007
TMEM216	51259
TMEM222	84065
TMEM231	79583
TMEM237	65062
TMEM260	54916
TMEM38B	55151
TMEM67	91147
TMEM70	54968
TMEM94	9772
TMIE	259236
TMLHE	55217
TMPRSS15	5651
TMPRSS3	64699
TMPRSS6	164656
TMTC3	160418
TMX2	51075
TNFAIP3	7128
TNFRSF11A	8792
TNFRSF11B	4982
TNFRSF13B	23495
TNFRSF1A	7132
TNFSF11	8600
TNIK	23043
TNNC1	7134
TNNI3	7137
TNNT1	7138
TNNT3	7140
TNPO3	23534
TNR	7143
TNRC6B	23112
TNXB	7148
TOB1	10140
TOE1	114034
TOGARAM1	23116
TOMM70A	9868
TONSL	4796
TOP1	7150
TOP2A	7153
TOP2B	7155
TOP3A	7156
TOPORS	10210
TOR1A	1861
TOR1AIP1	26092
TOX	9760
TOX3	27324
TP53	7157
TP63	8626
TPI1	7167
TPK1	27010
TPM2	7169
TPM3	7170
TPMT	7172
TPO	7173
TPP1	1200
TPP2	7174
TPRN	286262
TRA2B	6434
TRAF3IP1	26146
TRAK1	22906
TRAP1	10131
TRAPPC11	60684
TRAPPC12	51112
TRAPPC2	6399
TRAPPC6B	122553
TRAPPC9	83696
TRDN	10345
TREM2	54209
TREX1	11277
TRIM2	23321
TRIM28	10155
TRIM32	22954
TRIM37	4591
TRIM55	84675
TRIM63	84676
TRIM8	81603
TRIO	7204
TRIOBP	11078
TRIP11	9321
TRIP12	9320
TRIP13	9319
TRIP4	9325
TRIT1	54802
TRMT1	55621
TRMT10A	93587
TRMU	55687
TRNT1	51095
TRPC6	7225
TRPM1	4308
TRPM4	54795
TRPM6	140803
TRPS1	7227
TRPV3	162514
TRPV4	59341
TRPV6	55503
TSC1	7248
TSC2	7249
TSEN2	80746
TSEN54	283989
TSFM	10102
TSHB	7252
TSHR	7253
TSHZ1	10194
TSHZ2	128553
TSPAN12	23554
TSPAN7	7102
TSPEAR	54084
TSPYL1	7259
TTBK2	146057
TTC12	54970
TTC19	54902
TTC21A	199223
TTC21B	79809
TTC29	83894
TTC5	91875
TTC7A	57217
TTC8	123016
TTLL5	23093
TTN	7273
TTN-AS1	100506866
TTPA	7274
TUB	7275
TUBA3D	113457
TUBA4A	7277
TUBB1	81027
TUBB8	347688
TUBGCP4	27229
TUBGCP6	85378
TULP1	7287
TUSC3	7991
TWIST1	7291
TWIST2	117581
TWNK	56652
TXNDC15	79770
TXNL4A	10907
TXNRD2	10587
TYK2	7297
TYMP	1890
TYR	7299
TYROBP	7305
TYRP1	7306
U2SURP	23350
UBA2	10054
UBA5	79876
UBAP1	51271
UBE2A	7319
UBE2D2	7322
UBE2I	7329
UBE2K	3093
UBE2T	29089
UBE3A	7337
UBE3B	89910
UBR1	197131
UBR5	51366
UBR7	55148
UBTF	7343
UCHL1	7345
UGDH	7358
UGT1A1	54658
UGT1A10	54575
UGT1A3	54659
UGT1A4	54657
UGT1A5	54579
UGT1A6	54578
UGT1A7	54577
UGT1A8	54576
UGT1A9	54600
UMOD	7369
UMPS	7372
UNC119	9094
UNC13D	201294
UNC45A	55898
UNC5D	137970
UNC80	285175
UNG	7374
UPB1	51733
UPF3B	65109
UQCRB	7381
UQCRFS1	7386
UROC1	131669
UROD	7389
UROS	7390
USB1	79650
USH1C	10083
USH1G	124590
USH2A	7399
USP1	7398
USP14	9097
USP15	9958
USP18	11274
USP27X	389856
USP45	85015
USP53	54532
USP7	7874
USP9X	8239
UVSSA	57654
VAC14	55697
VAMP1	6843
VAMP2	6844
VARS1	7407
VARS2	57176
VCAN	1462
VCL	7414
VCP	7415
VDAC1	7416
VDR	7421
VEGFA	7422
VEGFC	7424
VEZF1	7716
VHL	7428
VIPAS39	63894
VLDLR	7436
VMP1	81671
VPS13A	23230
VPS13B	157680
VPS13C	54832
VPS13D	55187
VPS16	64601
VPS33B	26276
VPS41	27072
VPS53	55275
VPS54	51542
VRK1	7443
VSX2	338917
VWA1	64856
VWF	7450
WAC	51322
WAPAL	23063
WARS2	10352
WAS	7454
WASF1	8936
WASHC4	23325
WASHC5	9897
WBP11	51729
WDFY3	23001
WDPCP	51057
WDR11	55717
WDR19	57728
WDR26	80232
WDR35	57539
WDR4	10785
WDR45	11152
WDR45B	56270
WDR62	284403
WDR69	164781
WDR72	256764
WDR73	84942
WDR81	124997
WEE2	494551
WHRN	25861
WIPF1	7456
WNK1	65125
WNT1	7471
WNT10A	80326
WNT10B	7480
WNT3A	89780
WNT5A	7474
WNT7B	7477
WRAP53	55135
WRN	7486
WT1	7490
WTAP	9589
WWOX	51741
XDH	7498
XIAP	331
XIST	7503
XK	7504
XPA	7507
XPC	7508
XPNPEP3	63929
XPO1	7514
XPOT	11260
XRCC2	7516
XRCC4	7518
XYLT1	64131
XYLT2	64132
YAP1	10413
YARS2	51067
YBX1	4904
YIF1B	90522
YPEL2	388403
YTHDF2	51441
YTHDF3	253943
YWHAB	7529
YWHAE	7531
YWHAG	7532
YY1	7528
YY1AP1	55249
ZAP70	7535
ZBTB16	7704
ZBTB18	10472
ZBTB20	26137
ZBTB24	9841
ZC3H14	79882
ZC4H2	55906
ZDHHC17	23390
ZDHHC9	51114
ZEB1	6935
ZEB2	9839
ZFHX3	463
ZFHX4	79776
ZFP57	346171
ZFPM2	23414
ZFR	51663
ZFX	7543
ZFYVE26	23503
ZFYVE27	118813
ZIC2	7546
ZIC3	7547
ZMAT2	153527
ZMIZ1	57178
ZMPSTE24	10269
ZMYM2	7750
ZMYND10	51364
ZMYND11	10771
ZMYND15	84225
ZNF142	7701
ZNF148	7707
ZNF292	23036
ZNF335	63925
ZNF341	84905
ZNF408	79797
ZNF423	23090
ZNF462	58499
ZNF469	84627
ZNF521	25925
ZNF536	9745
ZNF644	84146
ZNF668	79759
ZNF699	374879
ZNF711	7552
ZNF800	168850
ZP1	22917
ZP2	7783
ZRANB2	9406
ZZZ3	26009
AFG2A	166378
AFG2B	79029
BLTP1	84162
GBA1	2629
HYCC1	84668
LYSET	26175
NHERF1	9368
SKIC2	6499
SKIC3	9652
